seed,probe_fraction,memory_id,encoding_position,isyn_score,w_slow,w_fast,assembly_w_fast,gamma0_retention,elapsed_seconds
8042,0.5,3,3,0.04087549162795767,0.025902705267071724,0.09181537479162216,0.0988592579960823,,831.54438996315
8042,0.75,0,0,0.12089668598491699,0.14194242656230927,0.03110271692276001,0.026380235329270363,,893.1588413715363
8042,0.75,1,1,0.08159409905783832,0.10091163963079453,0.02257469668984413,0.009951633401215076,,893.1588413715363
8042,0.75,2,2,0.08242010429967195,0.08901777118444443,0.047346729785203934,0.05742093175649643,,893.1588413715363
8042,0.75,3,3,0.04044879361754283,0.02622232772409916,0.0909585952758789,0.0995747447013855,,893.1588413715363
8042,1.0,0,0,0.1580060189589858,0.18963667750358582,0.029793083667755127,0.03477073833346367,,1173.9870929718018
8042,1.0,1,1,0.11013945378363132,0.14029188454151154,0.024152886122465134,0.010454350151121616,,1173.9870929718018
8042,1.0,2,2,0.06385734025388956,0.07072099298238754,0.045418281108140945,0.05421090126037598,,1173.9870929718018
8042,1.0,3,3,0.04256170539883897,0.026311008259654045,0.09339583665132523,0.10911134630441666,,1173.9870929718018
9042,0.0,0,0,0.020119400083785877,0.026261301711201668,0.0665786862373352,0.05017098784446716,0.0027528787031769753,1108.2121517658234
9042,0.0,1,1,0.019093092385446653,0.026056289672851562,0.01974022015929222,0.014806536026299,0.0022204856395546813,1108.2121517658234
9042,0.0,2,2,0.024517952624592,0.028630957007408142,0.04126538708806038,0.03125976026058197,0.007721398491412401,1108.2121517658234
9042,0.0,3,3,0.04116310661447642,0.03038863278925419,0.10289709270000458,0.09270492196083069,0.04233778640627861,1108.2121517658234
